Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
2007-09-13,79.550003,80.550003,76.529999,77.790001,53.007408,3253800,-0.022,-0.5100020000000001,6.489623733638428,73.28571542857142,68.0952380952381,73.760002,74.07019785225948,4.289084751248808,3.3979994612743867,81.60948898553617,54.58098720494003
2007-09-14,77.220001,79.550003,76.550003,77.919998,53.095993,3093300,0.009,0.12999700000000303,6.623260483316751,75.24428671428572,69.057619,73.650002,74.18980307791954,4.425044587472499,3.6034084865140095,82.34218060080347,55.77305739919653
2007-09-17,76.150002,77.599998,73.190002,73.699997,50.220413,4773600,-0.032,-4.2200010000000105,6.449548309585439,75.80285757142858,69.85333304761905,75.300003,63.88757290679865,4.144499711722148,3.7116267315556373,82.0601000258714,57.646566069366685
2007-09-18,75.349998,75.75,72.800003,73.900002,50.356697,2931900,-0.019,0.20000500000000443,6.28652090088884,76.4314292857143,70.72714271428572,74.790001,64.14172251021348,3.8934236442627963,3.747986114097069,81.12696535733484,60.3273200712366
2007-09-19,75.300003,78.830002,74.860001,77.599998,52.877937,4228400,0.031,3.6999959999999987,6.322118116910926,76.55142871428572,71.69238061904763,74.919998,68.55115362515885,3.9474985014469155,3.7878885915670386,80.51245938316093,62.87230185493432
2007-09-20,77.660004,79.269997,76.169998,76.650002,52.230595,2464600,-0.013,-0.9499959999999987,6.266478111797664,76.55142871428572,72.19999985714287,70.699997,66.29695627792356,3.8690959479422133,3.804130062842074,80.86739353852253,63.53260617576321
2007-09-21,77.349998,79.309998,76.599998,79.309998,54.043156,4114400,0.025,2.6599959999999925,6.367303988157036,76.69571371428572,72.79333319047619,70.900002,69.33735583088804,3.9757705974990074,3.838458169773461,81.6268510234436,63.959815357508774
2007-09-24,81.0,85.169998,80.32,83.830002,57.123165,5649300,0.035,4.520004,6.822725042319529,77.558571,73.44238104761905,74.599998,73.68202339553451,4.374609794758612,3.9456884947704918,83.40622896700192,63.47853312823618
2007-09-25,82.309998,85.0,82.0,83.230003,56.714321,2964600,0.011,-0.5999989999999968,7.091146457092682,78.31714314285715,74.01047628571429,73.650002,72.21918641462504,4.5893743761470915,4.0744256710458115,84.78843258917261,63.232519982255965
2007-09-26,83.989998,84.400002,82.110001,82.360001,56.121483,1539200,-0.019,-0.8700019999999995,7.210167911132446,79.55428657142856,74.4895238095238,76.309998,70.04757604647236,4.63593479317629,4.186727495471907,85.8278776349976,63.15116998405
2007-09-27,83.050003,84.050003,82.050003,83.120003,56.639359,1855400,0.001,0.7600020000000001,7.334340197055806,80.87142957142858,75.12476209523808,80.830002,70.87157283174076,4.68020952682393,4.285423901742312,86.84331834770812,63.406205842768045
2007-09-28,83.889999,85.519997,82.5,85.0,57.920422,3419300,0.013,1.879997000000003,7.548421422775482,81.9285727142857,75.92476223809524,80.230003,72.86051540246189,4.811533258008566,4.390645772995563,87.9476633061648,63.90186117002568
2007-10-01,84.75,89.230003,83.620003,88.620003,60.387157,3845800,0.046,3.620002999999997,8.002116375400485,83.63857285714286,76.88476242857142,79.360001,76.22665388835335,5.148365101438031,4.542189638684056,89.60359563437179,64.16592922277106
2007-10-02,88.970001,92.519997,88.360001,92.419998,62.976536,2869600,0.039,3.79999500000001,8.69907523685491,85.51143,78.00523857142856,80.120003,79.1500884590196,5.656727370775215,4.765097185102288,91.86096727868069,64.14950986417644
2007-10-03,92.43,93.980003,87.5,88.25,60.135029,3965800,-0.045,-4.169998000000007,8.865080115068977,86.14285828571428,78.9957149047619,82.0,69.10709444630513,5.6579033553467895,4.9436584191511885,92.65474994708624,65.33667986243755
2007-10-04,89.150002,90.5,88.0,89.57,61.0345,1754900,0.005,1.3199999999999932,9.065194776842308,87.04857214285714,80.203334,85.620003,70.38795815716266,5.699646324964434,5.094856000313838,92.81617729906155,67.59049070093845
2007-10-05,92.150002,92.150002,89.220001,91.129997,62.097504,1881600,-0.011,1.5599970000000098,9.312864199171097,88.30142871428572,81.21952428571429,89.419998,71.87223173202793,5.791841901445892,5.234253180540248,93.74699844412075,68.69205012730782
2007-10-08,91.209999,95.900002,91.150002,95.089996,64.795914,3030600,0.043,3.9599989999999963,9.801205248383441,90.01142771428572,82.43809552380952,85.25,75.26197372901146,6.113968362775296,5.4101962169872575,95.15460091587765,69.7215901317414
2007-10-09,97.220001,101.889999,96.110001,101.610001,69.238754,5864000,0.045,6.520004999999998,10.77916978404411,92.384285,83.6214288095238,86.57,79.61738198532629,6.8167861502809615,5.6915142036459985,98.55101640924455,68.69184120980306
2007-10-10,102.510002,107.489998,101.610001,107.040001,72.93885,4765700,0.044,5.430000000000007,12.073099375843988,95.01571328571428,85.06857161904762,88.129997,82.39701093971149,7.7229050874972955,6.097792380416259,102.79038299731474,67.3467602407805
