Open,High,Low,Close,Adj Close,Volume
843.2000122070312,843.2000122070312,843.2000122070312,834.9000244140625,834.9000244140625,4
848.7000122070312,857.7999877929688,846.4000244140625,857.0,857.0,130
863.0,865.5,856.2999877929688,866.4000244140625,866.4000244140625,181
861.4000244140625,865.5,860.2000122070312,863.0999755859375,863.0999755859375,28
860.9000244140625,860.9000244140625,857.4000244140625,859.5999755859375,859.5999755859375,4
861.5999755859375,879.4000244140625,861.5999755859375,878.0,878.0,21
885.0,885.0,876.0,879.5,879.5,48
882.0,891.4000244140625,881.2000122070312,891.7000122070312,891.7000122070312,6
889.7999877929688,899.7000122070312,889.7000122070312,896.0999755859375,896.0999755859375,183
907.2999877929688,907.2999877929688,905.0,901.5999755859375,901.5999755859375,89
887.5999755859375,887.5999755859375,887.5999755859375,901.0,901.0,101
880.5,885.7999877929688,880.5,880.5999755859375,880.5999755859375,102
888.2000122070312,888.2000122070312,876.7999877929688,879.5,879.5,11
871.7999877929688,886.7999877929688,871.0,880.7999877929688,880.7999877929688,30
878.7000122070312,891.0,863.2000122070312,889.5999755859375,889.5999755859375,30
885.0,895.7000122070312,880.0,882.5,882.5,49
890.9000244140625,906.5999755859375,890.9000244140625,905.5,905.5,6
910.5,910.5,910.5,910.5,910.5,6
916.5999755859375,922.0,914.5,927.0999755859375,927.0999755859375,25
925.0,925.0,925.0,925.0999755859375,925.0999755859375,157692
924.4000244140625,936.2999877929688,915.2999877929688,920.5999755859375,920.5999755859375,68820
928.2000122070312,928.5999755859375,918.2999877929688,922.7000122070312,922.7000122070312,4289
924.7999877929688,936.2000122070312,903.7000122070312,908.7000122070312,908.7000122070312,2152
903.7000122070312,912.0,892.5,904.9000244140625,904.9000244140625,1493
905.0999755859375,905.2000122070312,884.7000122070312,885.9000244140625,885.9000244140625,476
887.9000244140625,910.0,887.5,900.7000122070312,900.7000122070312,430
900.5999755859375,909.2999877929688,896.4000244140625,906.0999755859375,906.0999755859375,463
915.2999877929688,920.0,911.5,918.4000244140625,918.4000244140625,339
920.7000122070312,926.9000244140625,917.5,922.9000244140625,922.9000244140625,181
921.0,924.7999877929688,904.2000122070312,907.4000244140625,907.4000244140625,278
903.0,909.4000244140625,897.2000122070312,906.5,906.5,89
904.0,911.0,904.0,907.4000244140625,907.4000244140625,128
910.0999755859375,913.5999755859375,898.7000122070312,902.7999877929688,902.7999877929688,128
904.2999877929688,928.7999877929688,900.5,926.5999755859375,926.5999755859375,174
926.5,945.0,919.5999755859375,934.5999755859375,934.5999755859375,73
940.0999755859375,953.4000244140625,940.0999755859375,946.0999755859375,946.0999755859375,138
944.9000244140625,948.5,942.5,944.7000122070312,944.7000122070312,79
946.5,948.9000244140625,933.0,937.5999755859375,937.5999755859375,312
931.2999877929688,949.0,931.2999877929688,946.0999755859375,946.0999755859375,224
960.0,960.0,955.0,958.2000122070312,958.2000122070312,215
957.4000244140625,972.0999755859375,954.4000244140625,964.5,964.5,238
971.4000244140625,973.0999755859375,963.5,972.0999755859375,972.0999755859375,39
984.2000122070312,986.9000244140625,979.7000122070312,981.5,981.5,26
982.4000244140625,984.5,963.7999877929688,963.9000244140625,963.9000244140625,41
965.0,992.7000122070312,963.9000244140625,986.2000122070312,986.2000122070312,45
984.2999877929688,987.7000122070312,973.4000244140625,975.0,975.0,46
982.7999877929688,984.9000244140625,972.4000244140625,972.2000122070312,972.2000122070312,96
975.5,976.7999877929688,964.7000122070312,969.9000244140625,969.9000244140625,92
975.7000122070312,976.7000122070312,971.5,974.2000122070312,974.2000122070312,12
973.5999755859375,979.2999877929688,973.5,978.7999877929688,978.7999877929688,6
983.7000122070312,998.5,983.7000122070312,992.2999877929688,992.2999877929688,10
993.9000244140625,1004.5999755859375,993.0,998.2000122070312,998.2000122070312,27
1005.0,1014.5999755859375,996.4000244140625,1001.4000244140625,1001.4000244140625,82
1003.5999755859375,1010.0,978.2000122070312,1003.2000122070312,1003.2000122070312,30
979.2999877929688,979.2999877929688,938.4000244140625,944.7000122070312,944.7000122070312,84
939.9000244140625,943.2000122070312,917.7000122070312,919.5999755859375,919.5999755859375,34
915.5,922.0,915.2000122070312,918.2999877929688,918.2999877929688,71
931.5,933.9000244140625,927.2000122070312,934.5999755859375,934.5999755859375,102
949.5999755859375,949.5999755859375,949.5999755859375,949.0,949.0,1
947.4000244140625,951.7000122070312,945.7000122070312,948.7999877929688,948.7999877929688,145634
947.5,951.0999755859375,921.7999877929688,930.5999755859375,930.5999755859375,64013
931.0,940.0999755859375,912.0,916.2000122070312,916.2000122070312,5980
915.0,919.7999877929688,871.7999877929688,882.9000244140625,882.9000244140625,3204
884.0,906.5,881.2000122070312,895.2000122070312,895.2000122070312,2367
901.2000122070312,907.5,889.5999755859375,905.0,905.0,984
904.7000122070312,914.9000244140625,898.7999877929688,909.0,909.0,279
915.2999877929688,927.2000122070312,912.2999877929688,922.7000122070312,922.7000122070312,2086
924.2000122070312,925.2999877929688,909.2999877929688,914.0,914.0,405
916.0,935.5,904.0999755859375,933.5999755859375,933.5999755859375,390
931.2999877929688,939.2000122070312,922.4000244140625,928.2999877929688,928.2999877929688,409
919.5999755859375,931.2000122070312,919.5999755859375,923.5999755859375,923.5999755859375,141
917.0,929.4000244140625,915.5999755859375,925.4000244140625,925.4000244140625,153
924.2999877929688,936.0,924.2999877929688,928.7000122070312,928.7000122070312,168
927.2000122070312,948.7000122070312,927.2000122070312,945.0999755859375,945.0999755859375,161
927.2000122070312,947.9000244140625,938.7000122070312,939.7999877929688,939.7999877929688,209
936.0,936.0,907.2000122070312,912.2000122070312,912.2000122070312,145
922.5,924.5999755859375,914.0999755859375,914.7000122070312,914.7000122070312,449
920.5999755859375,922.7999877929688,916.2000122070312,922.2999877929688,922.2999877929688,625
916.7999877929688,921.5,898.7999877929688,906.2000122070312,906.2000122070312,111
902.4000244140625,904.7999877929688,885.0999755859375,886.7999877929688,886.7999877929688,80
878.2000122070312,893.5999755859375,878.0999755859375,887.2000122070312,887.2000122070312,77
887.0,893.7999877929688,887.0,892.9000244140625,892.9000244140625,339
890.5999755859375,890.5999755859375,869.5999755859375,874.2000122070312,874.2000122070312,136
868.7000122070312,875.2000122070312,863.0,862.7999877929688,862.7999877929688,88
855.0,873.5,849.5999755859375,848.9000244140625,848.9000244140625,28
853.2999877929688,857.7000122070312,853.2999877929688,856.0999755859375,856.0999755859375,6
861.2000122070312,872.7999877929688,861.2000122070312,872.2999877929688,872.2999877929688,35
872.2999877929688,881.4000244140625,872.2999877929688,876.0,876.0,47
868.0,869.4000244140625,864.7999877929688,869.5999755859375,869.5999755859375,43
871.0,883.2999877929688,867.0999755859375,880.5999755859375,880.5999755859375,71
883.9000244140625,884.7000122070312,883.9000244140625,884.5,884.5,25
879.2000122070312,886.5,879.2000122070312,883.7000122070312,883.7000122070312,56
862.9000244140625,870.4000244140625,862.9000244140625,868.5,868.5,17
862.7999877929688,868.5999755859375,862.7999877929688,865.4000244140625,865.4000244140625,41
865.7999877929688,886.2999877929688,865.7999877929688,879.0,879.0,121
892.0,904.2000122070312,892.0,899.0,899.0,85
905.0,905.0,905.0,905.0,905.0,2
919.5,919.5,919.5,919.5,919.5,2
923.5,924.0,923.2000122070312,928.0,928.0,3
917.5999755859375,917.5999755859375,917.5999755859375,917.9000244140625,917.9000244140625,1
916.9000244140625,925.5999755859375,916.0,925.5999755859375,925.5999755859375,1
912.0,912.0,906.5,907.7000122070312,907.7000122070312,25
900.5,900.5,900.5,900.5,900.5,149889
903.0,903.2000122070312,872.0999755859375,877.2000122070312,877.2000122070312,64624
880.2000122070312,888.5,868.5999755859375,887.2999877929688,887.2999877929688,6671
