Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,38.724998,40.000000,38.724998,39.700001,29.410923,212976
2002-08-13,39.750000,40.387501,38.875000,39.162498,29.012728,153576
2002-08-14,39.250000,39.250000,35.724998,36.462502,27.012486,822776
2002-08-15,36.462502,36.462502,36.462502,36.462502,27.012486,0
2002-08-16,36.275002,38.000000,35.750000,36.375000,26.947664,811856
2002-08-19,36.674999,36.674999,35.137501,35.474998,26.280918,205880
2002-08-20,35.724998,38.724998,35.487499,36.462502,27.012486,3773624
2002-08-21,38.474998,39.200001,36.525002,38.250000,28.336710,3011064
2002-08-22,39.512501,41.575001,39.312500,39.900002,29.559084,6732480
2002-08-23,40.250000,43.625000,39.762501,42.299999,31.337074,4841672
2002-08-26,42.974998,43.250000,41.812500,42.150002,31.225948,2576912
2002-08-27,42.500000,44.250000,40.750000,41.099998,30.448082,3694224
2002-08-28,40.974998,41.599998,40.287498,41.137501,30.475866,1674960
2002-08-29,40.887501,41.875000,40.750000,41.137501,30.475866,1236544
2002-08-30,41.262501,45.125000,41.250000,44.049999,32.633526,3762384
2002-09-02,44.750000,45.974998,44.049999,44.500000,32.966885,2389568
2002-09-03,44.750000,44.937500,42.000000,42.412498,31.420416,986784
2002-09-04,41.875000,43.750000,41.387501,43.337502,32.105690,1449856
2002-09-05,44.662498,44.862499,42.500000,43.075001,31.911217,1061360
2002-09-06,43.250000,43.250000,41.012501,41.474998,30.725899,907472
2002-09-09,39.500000,42.687500,39.500000,40.937500,30.327690,880848
2002-09-10,40.937500,40.937500,40.937500,40.937500,30.327690,0
2002-09-11,41.162498,42.700001,41.162498,41.974998,31.096292,635936
2002-09-12,42.487499,43.224998,41.900002,42.187500,31.253721,781968
2002-09-13,40.712502,42.224998,40.637501,40.987499,30.364744,338264
2002-09-16,41.375000,41.599998,39.875000,40.187500,29.772079,288592
2002-09-17,40.912498,41.625000,40.775002,41.362499,30.642548,462952
2002-09-18,41.125000,41.250000,39.750000,40.087502,29.697994,315432
2002-09-19,39.750000,41.075001,39.250000,39.750000,29.447954,490848
2002-09-20,38.325001,39.674999,38.162498,39.099998,28.966413,501072
2002-09-23,39.375000,39.474998,38.275002,38.437500,28.475620,248504
2002-09-24,38.299999,38.299999,36.724998,37.137501,27.512533,267912
2002-09-25,36.275002,37.750000,36.000000,37.424999,27.725529,379544
2002-09-26,38.200001,38.612499,37.750000,38.012501,28.160778,178136
2002-09-27,37.887501,39.000000,37.887501,38.474998,28.503416,206288
2002-09-30,37.887501,38.474998,36.275002,37.075001,27.466244,202232
2002-10-01,37.250000,37.750000,36.125000,36.762501,27.234728,240192
2002-10-02,36.762501,36.762501,36.762501,36.762501,27.234728,0
2002-10-03,37.250000,39.750000,37.250000,37.750000,27.966312,673264
2002-10-04,38.250000,38.362499,37.125000,37.512501,27.790363,258296
2002-10-07,37.762501,38.000000,37.025002,37.349998,27.669968,110976
2002-10-08,37.462502,38.724998,37.250000,38.362499,28.420065,227352
2002-10-09,38.500000,39.112499,37.062500,37.387501,27.697762,277040
2002-10-10,38.500000,38.500000,36.637501,37.424999,27.725529,173224
2002-10-11,38.474998,38.937500,38.112499,38.212502,28.308950,192536
2002-10-14,38.924999,39.000000,37.575001,37.937500,28.105209,152744
2002-10-15,37.937500,37.937500,37.937500,37.937500,28.105209,0
2002-10-16,42.775002,42.775002,37.775002,38.012501,28.160778,247760
2002-10-17,38.250000,38.250000,37.525002,38.012501,28.160778,144512
2002-10-18,38.750000,39.924999,38.287498,38.812500,28.753437,512312
2002-10-21,39.724998,40.737499,39.250000,39.412498,29.197929,646296
2002-10-22,39.750000,39.750000,37.750000,37.987499,28.142248,229384
2002-10-23,38.250000,38.700001,37.525002,37.812500,28.012609,153320
2002-10-24,38.224998,38.349998,36.900002,37.150002,27.521795,168744
2002-10-25,36.500000,37.087502,36.275002,36.387501,26.956928,172296
2002-10-28,36.125000,36.500000,35.549999,35.849998,26.558722,134504
2002-10-29,35.750000,36.450001,35.549999,36.162498,26.790247,143024
2002-10-30,36.500000,37.437500,36.250000,36.775002,27.243999,164320
2002-10-31,37.000000,37.500000,36.799999,37.349998,27.669968,118928
2002-11-01,37.525002,38.150002,36.762501,36.962502,27.382893,108792
2002-11-04,37.500000,37.500000,36.950001,37.237499,27.586632,56560
2002-11-05,36.887501,37.325001,36.599998,36.837502,27.290295,70288
2002-11-06,36.837502,36.837502,36.837502,36.837502,27.290295,0
2002-11-07,37.500000,39.500000,37.500000,37.974998,28.132992,204880
2002-11-08,37.250000,37.737499,37.025002,37.312500,27.642189,77664
2002-11-11,37.500000,37.500000,36.674999,36.750000,27.225477,66568
2002-11-12,36.500000,37.500000,36.500000,36.937500,27.364372,106864
2002-11-13,37.125000,37.224998,36.424999,36.625000,27.132866,106264
2002-11-14,37.200001,37.900002,36.637501,37.125000,27.503271,211856
2002-11-15,37.950001,38.162498,37.500000,37.924999,28.095957,154144
2002-11-18,38.250000,38.737499,37.837502,38.312500,28.383011,217672
2002-11-19,38.312500,38.312500,38.312500,38.312500,28.383011,0
2002-11-20,38.250000,39.875000,38.250000,39.575001,29.318327,406128
2002-11-21,40.312500,44.724998,40.312500,43.000000,31.855640,2664024
2002-11-22,41.387501,45.174999,41.387501,42.337502,31.364876,1184016
2002-11-25,42.750000,43.200001,41.750000,42.262501,31.309303,428920
2002-11-26,42.625000,43.450001,41.775002,42.012501,31.124073,367496
2002-11-27,42.750000,42.750000,40.887501,41.125000,30.466612,301128
2002-11-28,41.525002,43.724998,41.512501,42.799999,31.707506,447680
2002-11-29,42.799999,42.799999,42.799999,42.799999,31.707506,0
2002-12-02,44.875000,49.000000,44.474998,47.387501,35.106041,1388680
2002-12-03,48.500000,52.424999,46.775002,50.099998,37.115551,4082608
2002-12-04,49.224998,51.187500,47.762501,48.424999,35.874645,2594928
2002-12-05,48.125000,51.112499,48.125000,49.650002,36.782166,1720264
2002-12-06,50.500000,51.674999,49.637501,50.950001,37.745262,1139968
2002-12-09,50.750000,51.724998,48.025002,48.500000,35.930202,975768
2002-12-10,47.625000,50.500000,47.275002,49.612499,36.754391,837808
2002-12-11,51.000000,53.987499,50.750000,51.950001,38.486076,3286400
2002-12-12,52.000000,54.000000,52.000000,52.375000,38.800934,2568024
2002-12-13,53.000000,53.674999,52.275002,52.587502,38.958355,1112288
2002-12-16,53.250000,53.674999,50.025002,50.325001,37.282219,1231456
2002-12-17,51.275002,51.275002,48.900002,49.400002,36.596966,855656
2002-12-18,49.950001,50.724998,48.599998,48.937500,36.254330,618096
2002-12-19,49.924999,54.375000,49.375000,53.075001,39.319511,3770256
2002-12-20,53.750000,54.950001,52.500000,53.512501,39.643604,2952072
2002-12-23,53.750000,53.762501,51.250000,51.612499,38.236050,1277744
2002-12-24,51.750000,54.000000,51.562500,53.737499,39.810318,1729840
2002-12-25,53.737499,53.737499,53.737499,53.737499,39.810318,0
2002-12-26,54.150002,55.950001,53.250000,55.262501,40.940086,2894448
2002-12-27,55.650002,55.875000,53.787498,54.012501,40.014042,956984
2002-12-30,54.000000,57.724998,52.762501,57.150002,42.338387,4253744
2002-12-31,57.525002,61.087502,56.000000,60.112499,44.533100,9998480
2003-01-01,59.987499,61.974998,59.987499,61.087502,45.255424,6027072
2003-01-02,61.525002,62.924999,57.912498,58.299999,43.190350,5325328
2003-01-03,60.000000,61.049999,58.500000,59.012501,43.718182,4198040
2003-01-06,59.924999,60.187500,56.875000,57.262501,42.421730,4121520
